Item Name,Price Lookup Name,Category,Available Quantity,Quantity to Sell,Suggested Price,Source,Already Listed,Current Listed Quantity,Current Vendor Price,Market Low,Market High,Pricing Source,Pricing Notes,Price Checked,Level,Legendary Stars,Legendary Effects
Savage Divide Treasure Map #08,Savage Divide Treasure Map #08,NOTES,5,4,10,PLAYER+STASH,YES,4,35/57/308,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
Savage Divide Treasure Map #09,Savage Divide Treasure Map #09,NOTES,1,1,10,STASH,YES,1,75,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
Savage Divide Treasure Map #10,Savage Divide Treasure Map #10,NOTES,1,,10,PLAYER,NO,,,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
Toxic Valley Treasure Map #03,Toxic Valley Treasure Map #03,NOTES,4,4,10,STASH,YES,4,30/76/100,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
You Have Been Insulted!,You Have Been Insulted!,NOTES,4,4,1000,STASH,YES,4,2000/5000,,,Community baseline (2026),Novelty listing; not a reliable market valuation,2026-07-11,,,
#Holy Fire,Holy Fire,WEAPON,1,,2750,PLAYER,NO,,,,,Community baseline (2026),"Recent 2026 community sale range is about 2,750-3,000",2026-07-11,50,3,"Restore 2% Health over 2 seconds when you Hit a Target | +25% Weapon Speed | Weapons break 50% slower | Cursed: +35% Damage, +15% Attack Speed, and -15% Durability"
#Prime Gatling Plasma,Prime Gatling Plasma,WEAPON,1,,5000,STASH,NO,,,,,Community baseline (2026),Useful three-star roll; verify effects before listing,2026-07-11,50,3,+300% Ammo Capacity | +50% Critical Damage | -90% Weight | +65% Damage to Scorched
Blade of Bastet,Blade of Bastet,WEAPON,1,,250,STASH,NO,,,,,Community baseline (2026),Common named weapon,2026-07-11,45,,
Burning Love,Burning Love,WEAPON,1,,500,STASH,NO,,,,,Community baseline (2026),Common named three-star weapon,2026-07-11,50,3,+50% Damage to Humans | +50% Chance to Hit a Target in V.A.T.S. | +50 Damage Resistance While Aiming
Hunter's Multi-Purpose Axe,Hunter's Multi-Purpose Axe,WEAPON,1,,250,PLAYER,NO,,,,,Community baseline (2026),Low-demand one-star weapon,2026-07-11,45,1,
Juggernaut's Recoil Compensated Automatic Enclave Plasma Rifle,Juggernaut's Recoil Compensated Automatic Enclave Plasma Rifle,WEAPON,1,,5000,STASH,NO,,,,,Community baseline (2026),Enclave weapon with useful explosive effect,2026-07-11,45,3,Damage Increases up to +100% as Health Increases. Currently +34% | Projectiles Explode for +20% Weapon Damage | +50 Damage Resistance While Aiming
Plasma Grenade,Plasma Grenade,WEAPON,132,,5,PLAYER+STASH,NO,,,,,Community baseline (2026),Common throwable,2026-07-11,,,
Troubleshooter's Short Ultracite Laser Pistol,Troubleshooter's Short Ultracite Laser Pistol,WEAPON,1,,500,STASH,NO,,,,,Community baseline (2026),Low-demand three-star weapon,2026-07-11,50,3,+50% Damage to Robots | The last round in a magazine has a 25% chance to Deal +100% Damage | +3 Agility
Troubleshooter's Tactical Ultracite Gatling Laser,Troubleshooter's Tactical Ultracite Gatling Laser,WEAPON,1,,750,STASH,NO,,,,,Community baseline (2026),Situational three-star heavy weapon,2026-07-11,45,3,"+50% Damage to Robots | +50% Chance to Hit a Target in V.A.T.S. | When Reloading, Gain +500 to All Resistances"
V63 Zweihaender,V63 Zweihaender,WEAPON,1,,1000,STASH,NO,,,,,Community baseline (2026),Named three-star weapon baseline,2026-07-11,50,3,+50% More Damage when Your Target is Below 40% Health | +40% Power Attack Damage | +40% Chance To Automatically Block Attacks
Vampire's Salvaged Assaultron Head,Vampire's Salvaged Assaultron Head,WEAPON,1,,500,PLAYER,NO,,,,,Community baseline (2026),One-star collectible weapon,2026-07-11,45,1,
Voice of Set,Voice of Set,WEAPON,1,,250,STASH,NO,,,,,Community baseline (2026),Common named weapon,2026-07-11,45,,
